na,etale lyeenguwa,37,-18.0166667,15.7
na,etambo,38,-18.0166667,16.4833333
na,etaneno,38,-18.15,16.4
na,etanga,32,-17.85,13.0333333
na,etayi,36,-17.55,15.5166667
na,etengua,32,-17.4833333,13.05
na,etiliasa,36,-17.9666667,15.15
na,etjapa,38,-17.8166667,16.5333333
na,etomba,33,-17.4333333,16.0666667
na,etope-lya-simpung,34,-17.5166667,18.3
na,etoto,32,-17.6333333,14.1166667
na,etshinga,36,-17.55,14.7666667
na,etudilondjaba,33,-17.6666667,16.8
na,etunda,32,-17.3833333,14.5166667
na,etunda,36,-17.9,15.1
na,eunda,36,-17.5166667,14.6333333
na,fairview,39,-18.9333333,18.2666667
na,falena,40,-22.7666667,17.3166667
na,fischfontein,38,-18.7666667,17.9666667
na,formanastat,28,-17.8833333,24.45
na,fort rietfontein,35,-21.9,20.9166667
na,fransfontein,32,-20.2166667,15.0166667
na,friedental,40,-23.1666667,16.6
na,fumbe,34,-17.9666667,20.1666667
na,gaibes,31,-28.0833333,17.75
na,gaigoab,31,-27.0666667,17.2666667
na,gainachas,31,-25.7666667,17.7
na,gam,39,-20.2333333,20.75
na,gamsberg,40,-23.3333333,16.3333333
na,ganigobes,31,-25.8333333,18.0
na,gaobis,31,-28.7666667,18.35
na,garep,31,-25.9833333,16.1833333
na,garib ost,40,-23.1166667,17.6333333
na,garooab west,38,-18.8666667,18.0
na,garrettes pos,32,-20.2166667,14.9
na,gatwitwi,34,-17.4,18.4166667
na,gaucha,28,-17.8166667,22.8333333
na,gauko-otavi,32,-18.3,13.7
na,gawa,34,-17.8833333,18.4333333
na,gcagcawe,34,-18.1666667,19.15
na,gcama,34,-18.4666667,19.6666667
na,gcaru,34,-18.4166667,19.7
na,gcaruha,34,-18.0166667,18.9333333
na,gcude,34,-18.3333333,20.65
na,gcugcuma,34,-18.0666667,19.35
na,gcunda,34,-18.1666667,19.75
na,gcwagi,34,-17.8333333,19.15
na,gcwatjinga,34,-18.4833333,19.75
na,geusha,28,-17.8166667,22.7833333
na,gibeon,30,-25.1333333,17.7666667
na,gkamboro settlement,39,-21.9833333,17.0333333
na,goabis,39,-18.9666667,18.3166667
na,goanikontes,29,-22.6666667,14.8333333
na,gobabeb,29,-23.55,15.0333333
na,gobabis,35,-22.45,18.9666667
na,gochas,30,-24.7833333,18.8166667
na,gocheganas,40,-22.8,17.1333333
na,goeroegas,31,-28.2333333,18.3166667
na,gollschau,40,-23.2833333,16.5333333
na,gorooab ost,38,-18.85,18.0333333
na,goroseb,35,-21.0,18.6333333
na,gove,34,-17.9,20.0166667
na,granitberg,31,-27.3666667,15.4
na,grieserau,29,-22.6333333,14.6166667
na,grillenthal,31,-26.9833333,15.35
na,groendoring,31,-28.1,19.2833333
na,groendraai,30,-23.7333333,16.9833333
na,grootfontein,30,-25.0166667,16.75
na,grootfontein,39,-19.5666667,18.1166667
na,groot kais,31,-28.3833333,18.85
na,grootplaas,31,-27.9833333,18.1666667
na,grootplaats,31,-28.0333333,18.2333333
na,groot schwarzkuppe,31,-26.6333333,17.0333333
na,groot uis,29,-21.2166667,14.85
na,gross barmen,39,-22.1,16.75
na,grunau,31,-27.7333333,18.3833333
na,guichabis,31,-28.0333333,18.45
na,guisis,40,-23.7666667,16.2833333
na,guma,34,-18.0,20.6666667
na,gunib,39,-19.7666667,18.7
na,gunkas,35,-23.7333333,19.65
na,gunkwe,28,-17.7166667,24.3333333
na,haakiesdoorn,31,-28.8833333,18.2166667
na,hadi-aus,29,-21.3833333,15.2833333
na,haib,31,-28.2,18.35
na,haib rhenish mission,31,-28.2,18.3333333
na,haigamchab,29,-22.7,14.9
na,haisisera,34,-17.8333333,19.0833333
na,hakos,40,-23.2166667,16.35
na,halali,32,-19.0333333,16.4666667
na,halali,40,-22.5013889,17.0530556
na,haldenwang,31,-28.4,18.5833333
na,halila,34,-17.8666667,19.4166667
na,hamakanga,33,-17.5833333,17.35
na,hammerstein,30,-24.8666667,16.1666667
na,hamoye,34,-18.2,19.7333333
na,hamutenja,32,-18.5,13.7833333
na,hantam,39,-18.9666667,18.4166667
na,hardap,30,-24.5333333,17.9333333
na,haribes,30,-24.6333333,17.5666667
na,haris,40,-22.7833333,16.8666667
na,harmse,35,-20.85,19.1166667
na,hartelust,40,-23.0166667,16.4833333
na,hatsamas,30,-22.9166667,17.6
na,hefner,40,-23.0833333,16.6833333
na,heidehof,39,-18.9666667,19.1666667
na,heimat,40,-22.9166667,17.9833333
na,helen,40,-22.1,17.4833333
na,helmeringhausen,31,-25.8833333,16.8166667
na,henta,39,-18.95,18.7333333
na,hentiesbaai,29,-22.1166667,14.2833333
na,hildenhaf,29,-22.7,14.8333333
na,hilton,40,-23.0333333,16.7666667
na,hoachanas,30,-23.9166667,18.05
na,hoapegas,31,-26.2,17.6666667
na,hochfeld,31,-28.6833333,18.8
na,hochfeld,39,-21.5,17.85
na,hochland,31,-28.4833333,18.3833333
na,hogeis,31,-28.3,19.2666667
na,hohenfels,31,-28.5,16.6
na,hohenheim,40,-23.3,16.3833333
na,holm,35,-21.1166667,18.6166667
na,holoog,31,-27.4,17.95
na,homeb,29,-23.6333333,15.1833333
na,hopefield,40,-23.3166667,16.2666667
na,horison,39,-18.8666667,18.55
na,hottentoten bay,31,-26.1333333,14.9333333
na,hugus,35,-23.7833333,19.35
na,huitsib,31,-26.1333333,17.6833333
na,hulde,39,-18.8833333,18.4333333
na,hunam ost,31,-28.2833333,19.0333333
na,huniam,31,-28.3166667,18.85
na,huns,31,-25.9333333,18.2666667
na,ibbu,28,-17.95,24.5166667
na,ibolokwa,28,-17.8166667,24.4166667
na,ihaha,28,-17.8,24.8666667
na,iihamyongwe,36,-17.9,15.2166667
na,iihanguti,36,-17.7333333,15.4833333
na,iihongo,38,-18.05,16.1666667
na,iikango,36,-17.85,15.2
na,iikelo,37,-17.7,15.7166667
na,iikokla,38,-17.8666667,16.15
na,iilambo,36,-17.9666667,15.0333333
na,iindangungu,37,-17.7833333,15.9666667
na,iipanda,36,-17.6833333,15.15
na,iipanda,38,-18.05,16.3
na,iipopo,38,-18.1666667,16.0833333
na,iiputu,33,-17.6,15.6166667
na,iitapa,36,-18.1666667,15.0
na,iithindi,38,-17.75,16.8
na,ikaba,28,-17.6166667,24.9666667
na,ilumba,28,-17.6,24.4833333
na,imkerhof,39,-21.2333333,17.7666667
na,imukusi,28,-17.4833333,24.35
na,ingururu,36,-18.4666667,14.7333333
na,isabis,30,-23.4333333,16.5166667
na,ishesha,28,-17.75,22.8166667
na,itomba,28,-17.6833333,24.9
na,ivoma,28,-17.95,24.6333333
na,jakkalsvlei,31,-25.8333333,18.4666667
na,jude,28,-17.4833333,24.3333333
na,juriesdraai,32,-19.9333333,13.9
na,kabala,28,-17.9666667,24.4833333
na,kabbe,28,-17.7,24.6333333
na,kabebi,28,-17.55,24.9333333
na,kabolissa,28,-17.9333333,24.4166667
na,kabulabula,28,-17.8,24.9666667
na,kabula,28,-17.8166667,24.8166667
na,kadedere,34,-18.0,20.6333333
na,kaguni,34,-17.6666667,18.4333333
na,kahenge,34,-17.6833333,18.6833333
na,kaisosi,34,-17.9,19.8166667
na,kais suid,31,-28.4333333,18.9
na,kaiyanga,28,-17.9666667,21.2333333
na,kaiyeura,34,-17.8166667,19.1166667
na,kakambi,28,-17.5166667,24.4
na,kakatswa onguati,32,-19.7666667,14.6333333
na,kake,28,-18.0833333,21.5166667
na,kakomwe,28,-17.55,24.4666667
na,kakoro,34,-17.8333333,19.0333333
na,kakuwa,34,-17.7666667,18.4833333
na,kalala,28,-17.5333333,24.8666667
na,kalangana,34,-17.8666667,19.4
na,kaliangile,28,-17.75,23.85
na,kalibo,28,-17.7833333,23.4
na,kalimbeza,28,-17.55,24.5
na,kalkbron,32,-20.9,14.7666667
na,kalkfeld,39,-20.8833333,16.1833333
na,kalkfontein,31,-28.0166667,18.75
na,kalkrand,30,-24.0666667,17.5833333
na,kaltenhausen,29,-22.5333333,15.8833333
na,kalundu,28,-17.5666667,24.55
na,kamanjab,32,-19.6333333,14.8333333
na,kambowo,34,-17.9333333,19.9666667
na,kambu,34,-18.15,20.95
na,kamkam,30,-23.5833333,17.0166667
na,kandenga,34,-18.0,20.6
na,kandimbe,34,-17.8333333,18.55
na,kandjara,34,-18.1666667,20.8
na,kanebis,31,-27.8,17.8666667
na,kaneb pos,32,-20.1666667,15.05
na,kangongo,28,-17.9333333,21.1
na,kangweru,34,-18.0,20.6833333
na,kankudi,34,-17.7333333,18.4833333
na,kanono,28,-17.9333333,24.15
na,kansoni,34,-17.8666667,19.6666667
na,kansukwa,34,-17.9333333,19.7
na,kanto,34,-17.8666667,18.7
na,kanubeb,30,-23.15,17.2
na,kanyekama,34,-17.55,18.5333333
na,kapako,28,-18.0166667,21.3833333
na,kapako,34,-17.9,19.5666667
na,kapanda,28,-17.7833333,24.45
na,kaparara,34,-17.9833333,18.8333333
na,kapenene,34,-17.85,19.3166667
na,kapengwena,34,-17.8333333,18.7333333
na,kapolota,28,-17.8166667,24.4333333
na,kapupahedi,34,-18.1166667,19.75
na,kapupayedi,34,-18.15,20.2833333
na,karanab,40,-22.6333333,16.5666667
na,karanas,30,-23.8333333,16.8833333
na,karayi,34,-17.5666667,18.55
na,karibib,29,-21.9333333,15.8333333
na,karo,34,-18.0,19.3166667
na,karuci,34,-18.0,20.65
na,kasara,34,-17.7333333,18.2666667
na,kashiana,28,-18.0333333,23.3666667
na,kasika,28,-17.8,25.1166667
na,kasikili,28,-17.7333333,25.1166667
na,kasima,34,-17.8333333,18.1
na,kasimbo,28,-17.6166667,24.8166667
na,kasokonga,28,-17.4833333,24.45
na,kasoro,34,-17.5166667,18.3166667
na,kasote,34,-17.9,19.7
na,katanda,34,-17.8333333,18.9333333
na,katanga,28,-17.6166667,25.0
na,katara,34,-17.8166667,18.8666667
na,katembo,28,-17.9666667,23.4333333
na,katere,34,-18.0166667,20.7666667
na,katima molilo,28,-17.5,24.2666667
na,katimba,34,-17.9,20.0
na,katomeno,34,-17.5,18.5
na,katondo,34,-17.9,20.1333333
na,katonga,28,-17.7166667,24.0166667
na,katope,34,-17.6833333,18.45
na,katope-ko-mbome,34,-17.7333333,18.15
na,katope-komugoro,34,-17.75,18.2166667
na,katutura,40,-22.5230556,17.0602778
na,kaundu kavambanda,34,-17.9833333,20.4333333
na,kayanga,28,-17.6833333,25.0333333
na,kayaru,34,-18.0333333,20.8333333
na,kayengona,34,-17.8833333,19.8833333
na,kayuo,28,-17.8333333,23.3833333
na,kazinzila,28,-18.0,24.0833333
na,keetmanshoop,31,-26.5833333,18.1333333
na,keibeb,30,-22.9666667,17.2833333
na,keibeb,39,-18.9333333,18.3333333
na,keimas,31,-28.7666667,19.1166667
na,kelpie,40,-22.7166667,16.7166667
na,keni,34,-17.7,18.2833333
na,kentucky,31,-28.2333333,19.4
na,khaais,31,-28.6666667,19.3166667
na,khance,28,-18.2,21.7833333
na,khan mine,29,-22.55,15.0
na,khoexas,31,-26.1333333,18.65
na,khomasdal,40,-22.5411111,17.0583333
na,khorixas,32,-20.3666667,14.9666667
na,khorusepa,39,-22.0666667,17.2666667
na,khowarib,32,-19.2666667,13.8666667
na,kirschberg,35,-22.7333333,18.8833333
na,kleepforte,40,-22.7166667,17.8833333
na,klein-ais,32,-20.95,14.9666667
na,klein aub,30,-23.7833333,16.6333333
na,klein aub,40,-22.6605556,17.0033333
na,klein bergveld,40,-22.9666667,16.5
na,klein chausib,40,-23.2666667,16.0
na,klein hakiesdoorn,31,-28.8,18.1333333
na,klein klipneus,29,-23.4,14.9166667
na,klein kowares,32,-19.0666667,14.35
na,klein nauas,40,-23.3166667,17.8333333
na,klein onnaams,30,-22.95,17.2833333
na,kleinvaalgras,31,-26.05,18.5166667
na,klein windhoek,40,-22.5788889,17.1008333
na,klepheuvel,31,-28.15,17.2
na,klipdam,31,-27.1,19.8833333
na,klipdrift,40,-22.0,17.6833333
na,klipfontein,31,-28.4,19.45
na,kliprand,38,-18.9833333,18.0166667
na,kliprant,31,-28.2666667,19.4833333
na,koam,40,-23.0,16.2333333
na,koanus,40,-22.6666667,17.5333333
na,kobos,30,-23.5833333,16.6666667
na,koes,31,-25.95,19.1166667
na,koireb,40,-23.8,15.9833333
na,kolmanskop,31,-26.7038889,15.2327778
na,koma,28,-17.8833333,24.7166667
na,kombat,39,-19.7166667,17.7166667
na,komnarib,31,-25.9833333,18.4
na,kongola,28,-17.8,23.3833333
na,konob pos,32,-20.1666667,14.95
na,korabib,31,-28.5,17.8833333
na,kora,34,-18.0333333,20.3166667
na,korhaan,31,-28.2833333,18.0666667
na,korlia,40,-22.5883333,17.1444444
na,korokoko,34,-17.9833333,20.9333333
na,korridor pos 13,35,-23.5,19.8833333
na,kosheshe,28,-17.6833333,24.1166667
na,kosis,31,-26.7,17.3
na,kos,40,-23.2166667,16.1666667
na,koukuas,39,-18.9,18.2833333
na,kowares,32,-19.05,14.35
na,kraaipoort,29,-23.1166667,15.8166667
na,kramersdorf,29,-22.6666667,14.5166667
na,kreta,38,-18.0666667,16.2333333
na,kromhoek,40,-23.5333333,15.95
na,kronlein,31,-26.5833333,18.15
na,kroonster,35,-22.0333333,19.5
na,kub,30,-24.2333333,17.5
na,kubona,28,-17.7666667,23.8333333
na,kuisebmond,29,-22.9363889,14.5263889
na,kuisebpos,40,-22.75,16.65
na,kums,31,-28.1,19.6
na,kumu,35,-23.7666667,19.7666667
na,kuring kuru,34,-17.6166667,18.6
na,kuseka,34,-18.2666667,19.4166667
na,kushalula,28,-18.0,23.3166667
na,kwaggaspan,29,-20.7666667,15.2666667
na,kwakwas,30,-23.2,16.9166667
na,kwalala,28,-17.65,24.6
na,kwando,28,-17.7,23.4833333
na,kwaviyi,28,-18.25,21.8
na,kwena,28,-17.8,24.3833333
na,kyalami,39,-18.8333333,18.3666667
na,lafrenz township,40,-22.5025,17.0694444
na,la gratia,31,-28.3333333,18.9166667
na,lamhedi,33,-17.4833333,16.2166667
na,lammerwater,30,-23.9166667,17.0333333
na,langfontein,31,-28.0166667,17.8666667
na,last hope,38,-18.7833333,18.0
na,lekkerwater,31,-28.0333333,19.4833333
na,leonardville,35,-23.5,18.8
na,liamissa,28,-17.8166667,24.2666667
na,lianjunga,28,-17.9666667,23.3166667
na,libetse,28,-18.0333333,23.3333333
na,lichtenstein mitte,40,-22.7833333,16.9666667
na,lickulu,28,-17.85,24.4166667
na,lifumbela,28,-17.55,24.5333333
na,likubangwa,28,-17.8,23.75
na,lilira,34,-18.0833333,20.1333333
na,limbandalunga,37,-18.0666667,15.8333333
na,linyanti,28,-18.0666667,24.0166667
na,lionga,28,-18.3,23.7333333
na,lisikili,28,-17.55,24.4333333
na,litaba,28,-18.0666667,23.35
na,livuyu,34,-18.0,20.9166667
na,luderitz,31,-26.6480556,15.1594444
na,ludwigsdorf,40,-22.5647222,17.1152778
na,luginsland,31,-28.35,18.45
na,luhopi,28,-17.4833333,24.5
na,luile,28,-17.7166667,24.7833333
na,lukanko,34,-17.6833333,18.6666667
na,lukulo,28,-17.8,24.2666667
na,lukuto,28,-17.9166667,24.4
na,lupenbwe,28,-17.8333333,23.3666667
na,lusu,28,-17.8666667,24.1833333
na,lutzelhohe,31,-28.25,18.75
na,luzibalule,28,-18.05,23.35
na,lyakahani,38,-17.85,16.1
na,mabala,28,-17.6,25.0166667
na,mabasi,28,-17.7166667,25.0166667
na,mabele,28,-17.7166667,25.0666667
na,mabusbe,34,-17.9,20.4
na,mabushe,34,-17.8833333,20.3333333
na,maenzere,34,-17.8166667,19.15
na,mafube,28,-17.5333333,24.8
na,mahachana,28,-17.8,23.7833333
na,mahango,28,-18.15,21.7
na,mahonda,40,-23.0333333,16.5833333
na,mahundu,28,-17.9166667,24.4666667
na,majara,28,-17.95,21.2333333
na,makadena,34,-18.35,19.8666667
na,makambu,34,-17.45,18.4666667
na,makando,34,-17.9666667,20.45
na,makata,28,-17.9333333,24.4
na,makena,34,-18.05,20.8166667
na,makundu,28,-17.95,23.4166667
na,makuni,28,-17.55,24.9166667
na,makuzu,34,-17.4833333,18.4666667
na,malabar,40,-22.5666667,16.9166667
na,malesu,28,-17.55,24.4833333
na,malimina,28,-17.75,24.6833333
na,malinde,28,-17.5666667,24.7
na,maltahohe,30,-24.8333333,16.9833333
na,malundu,28,-17.9,24.15
na,mamili,28,-18.0333333,24.0166667
na,mamono,28,-17.9833333,21.3333333
na,manda,28,-17.7833333,23.3833333
na,mangandu,34,-17.9833333,20.5833333
na,mangarangandja,34,-17.8833333,19.8
na,mankonga,28,-17.8166667,23.7833333
na,mantjenya,34,-17.9,20.0666667
na,manunga,28,-17.85,23.35
na,manyondo,34,-17.8333333,19.2833333
na,mapulanga,28,-17.8666667,23.35
na,marema,34,-17.7166667,18.7
na,maria bronn,39,-19.5,18.0333333
na,mariental,30,-24.6333333,17.9666667
na,maroelaboom,39,-19.2333333,18.8
na,marulakuta,28,-17.9833333,24.1166667
na,mashari,34,-17.8833333,20.2166667
na,mashika,34,-17.8833333,20.2
na,mashivi,34,-17.9833333,20.9666667
na,masida,28,-17.8666667,23.7
na,masikili,28,-17.85,24.7666667
na,masule,28,-17.75,25.0833333
na,matanga,28,-17.9333333,24.3666667
na,matava,34,-17.7833333,18.8333333
na,mate,28,-17.8,24.25
na,matemwa,28,-18.2833333,23.7833333
na,matende,34,-17.8666667,19.6
na,matengu,28,-17.4833333,24.3166667
na,matengus,28,-18.1666667,23.9333333
na,matongo,28,-17.7333333,23.8833333
na,maulukupeka,28,-17.7333333,24.1666667
na,mavanze,34,-17.9833333,19.75
na,mavenge,34,-17.5166667,18.5
na,mayara,34,-17.65,18.65
na,mayowe,34,-17.9833333,20.6
na,mazambani,28,-17.5666667,24.7833333
na,mazaza,28,-17.5833333,24.85
na,mbalasinte,28,-17.7833333,25.0166667
